system:index,Area,Ciudad,median,.geo
0000000000000000009a,2.10396576327464,pudahuel,0.02235506661236286,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009b,1.561389154703474,puente alto,0.020930015297253666,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009c,41.43521199696722,puente alto,0.021548252099252554,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009d,23.77643270478266,quilpue,0.021618316366799676,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009e,1.014980731456474,quilpue,0.021719796510064147,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009f,37.92391541741272,san bernardo,0.02152498874183461,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0,2.05845858874058,san bernardo,0.02166633517187828,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a1,0.451010986532189,san bernardo,0.021916457566759084,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2,14.076955934871542,vina del mar,0.02126430905702787,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a3,38.34714577147134,vina del mar,0.021710365665052318,"{""type"":""MultiPoint"",""coordinates"":[]}"
